word	paradigm_class
कोख	F3
कोच	M2
कोचिंग	F3
कोचींग	F3
कोट	M2
कोटर	M2
कोटा	M1
कोटि	F4
कोटी	F1
कोठरिया	F1
कोठरी	F1
कोठा	M1
कोठार	M2
कोठी	F1
कोठेवाली	F1
कोडा	M1
कोडी	F1
कोढ	F3
कोढी	M3
कोण	F3
कोणार्क	M2
कोतवाल	M2
कोतवाली	F1
कोताही	F1
कोदंड	F3
कोना	M1
कोनिया	F2
कोप	F3
कोपभवन	F3
कोपल	F3
कोपलता	F2
कोफता	M1
कोमलता	F2
कोयल	F3
कोयला	M1
कोर	F3
कोरम	F3
कोरस	F3
कोर्ट	F3
कोर्टइंस्पेक्टर	F3
कोर्टफ़ीस	F3
कोर्टमार्शल	F3
कोर्स	F3
कोल	F3
कोलाहल	F3
कोल्हू	M4
कोश	M2
कोशकार	F3
कोशकीट	F3
कोशनायक	F3
कोशिका	F2
कोशिश	F3
कोष	F3
कोषागार	M2
कोषाध्यक्ष	M2
कोष्ठ	M2
कोष्ठक	M2
कोहनी	F1
कोहबर	F3
कोहरा	M1
कोॅपल	F3
कौंतेय	F3
कौंध	F3
कौंसिल	F3
कौआ	M1
कौटिल्य	F3
कौडी	F1
कौतुक	F3
कौतूहल	F3
कौपीन	F3
कौबेरी	F1
कौम	F3
कौमार	F3
कौमारी	F1
कौमार्य	F3
कौमुदी	F1
कौर	M2
कौशल	F3
कौशल्या	F2
कौशांबी	F1
कौशिक	F3
कौस्तुभ	F3
क्यारी	F1
क्यूरेटर	M2
क्रंदन	F3
क्रम	F3
क्रमजटा	F2
क्रमनासा	F2
क्रमपरिवर्तन	F3
क्रमपाठ	F3
क्रमविकास	F3
क्रमसंख्या	F2
क्रमसन्न्यास	F3
क्रमस्थापन	F3
क्रमांक	F3
क्रमेण	F3
क्रय	F3
क्रयण	F3
क्रयपंजी	F1
क्रयपत्र	F3
क्रयलेख्य	F3
क्रयविक्रय	F3
क्रयशक्ति	F4
क्रांति	F4
क्रांतिकक्ष	M2
क्रांतिकारी	M3
क्रांतिमंडल	M2
क्रिक	M2
क्रिकेट	F3
क्रिकेटबाल	M2
क्रिकेटमैच	M2
क्रिकेटर	M2
क्रिया	F2
क्रियाकर्म	M2
क्रियाकलाप	M2
क्रियाफल	M2
क्रियायोग	M2
क्रियाविशेषण	F3
क्रिसमस	F3
क्रीज़	F3
क्रीडा	F2
क्रीडांगन	F3
क्रीम	F3
क्रुद्ध	M2
क्रूरकर्म	F3
क्रूरग्रह	F3
क्रेन	F3
क्रोड़	M2
क्रोध	M2
क्रोधी	M3
क्रौंच	M2
क्र्‍तघ्न	M2
क्र्‍तघ्नता	F2
क्र्‍तज्ञ	M2
क्र्‍तज्ञता	F2
क्र्‍तदास	M2
क्र्‍तयुग	M2
क्र्‍ति	F4
क्र्‍त्य	M2
क्र्‍त्रिमता	F2
क्र्‍त्रिमधूप	M2
क्र्‍त्रिमरत्न	M2
क्र्‍दंत	M2
क्र्‍पणता	F2
क्र्‍पा	F2
क्र्‍पाण	M2
क्र्‍पाणी	F1
क्र्‍पाद्र्‍ष्टि	F4
क्र्‍पापात्र	M2
क्र्‍पालु	M4
क्र्‍मि	M3
क्र्‍मिकर	M2
क्र्‍मिकोश	M2
क्र्‍मिघ्नी	F1
क्र्‍मिरोग	M2
क्र्‍शकूट	M2
क्र्‍षक	M2
क्र्‍षि	F4
क्र्‍षिकर्म	M2
क्र्‍षिकार	M2
क्र्‍षिगंत्र	M2
क्र्‍षिदासता	F2
क्र्‍ष्णकंद	M2
क्र्‍ष्णफल	M2
क्र्‍ष्णबीज	M2
क्र्‍ष्णभक्त	M2
क्र्‍ष्णा	F2
क्र्‍ष्णाजिन	M2
क्र्‍ष्णाष्टमी	F1
क्लब	M2
क्लर्क	M2
क्लर्की	F1
क्लाक	M2
क्लास	M2
क्लासटीचर	M2
क्लिप	F3
क्लिष्टता	F2
क्लीनिक	M2
क्लेश	M2
क्लोन	M2
क्लोरोफार्म	F3
क्वार्टर	M2
क्वालिटी	M3
क्विंटल	M2
क्षण	M2
क्षणकर	M2
क्षति	F4
क्षतिपूर्ति	F4
क्षती	F1
क्षत्रकर्म	M2
क्षत्रधर्म	M2
क्षत्रपति	M3
क्षत्रविद्या	F2
क्षत्रवेद	M2
क्षत्राणी	F1
क्षत्रिय	M2
क्षत्रिया	F2
क्षत्रियाणी	F1
क्षमता	F2
क्षमा	F2
क्षमापन	M2
क्षय	M2
क्षयकाल	M2
क्षयपक्ष	M2
क्षयमास	M2
क्षयरोग	M2
क्षयरोगी	M3
क्षरण	F3
क्षारगुण	F3
क्षारण	F3
क्षारनदी	F1
क्षारलवण	F3
क्षालन	F3
क्षिति	F4
क्षितिकंप	F3
क्षितिज	F3
क्षितितल	F3
क्षितिमंडल	F3
क्षितींद्र	F3
क्षितीश	F3
क्षितीश्वर	F3
क्षीर	F3
क्षीरकंठ	F3
क्षीरजाल	F3
क्षीरदल	F3
क्षीरसागर	F3
क्षीराब्धि	M3
क्षीरोदक	F3
क्षीरोदधि	M3
क्षीरौदन	F3
क्षुद्र	F3
क्षुद्रता	F2
क्षुद्ररोग	F3
क्षुधा	F2
क्षुधानिव्र्‍त्ति	F4
क्षुब्ध	F3
क्षेत्र	M2
क्षेत्रकर्षक	F3
क्षेत्रगणित	F3
क्षेत्रपति	M3
क्षेत्रफल	M2
क्षेत्रमिति	F4
क्षेत्राधिकार	M2
क्षेत्राधिप	F3
क्षेत्राभिरक्षक	F3
क्षेप	F3
क्षेपण	F3
क्षेप्यास्त्र	F3
क्षेम	F3
क्षेमरात्रि	F4
क्षोभ	F3
क्षौर	F3
कड़की	F1
कड़वापन	M2
कड़ापन	M2
कड़ाह	M2
कड़ाही	F1
कड़ी	F1
कड़ुआहट	F3
कड़ुवाहट	F3
कफ़	M2
कफ़न	M2
ख	F3
खँडहर	M2
खंजन	F3
खंजर	M2
खंड	M2
खंडकथा	F2
खंडकाव्य	M2
खंडग्रहण	F3
खंडताल	M2
खंडधारा	F2
खंडन	F3
खंडनमंडन	F3
खंडप्रलय	F3
खंडलवण	F3
खंडव्यायाम	F3
खंडशाखा	F2
खंडहर	M2
खंडिता	F2
खंता	M1
खंती	F1
खंदक	M2
खंभ	M2
खंभा	M1
खखार	F3
खग	F3
खगेंद्र	F3
खगेश	F3
खगोल	F3
खगोल_विद्या	F2
खचा	M1
खचाखच	F3
खची	F1
खच्चर	F3
खजानची	M3
खजाना	M1
खजुआ	M1
खजुली	F1
खजुवा	M1
खजूर	F3
खजूरछडी	F1
खट	F3
खटका	F2
खटखट	F3
खटपट	F3
खटपटिया	F2
खटमल	F3
खटाई	F1
खटास	F3
खटोली	F1
खट्टापन	M2
खट्टामीठा	F3
खट्टिक	M2
खट्वा	F2
खड	F3
खड़खड़ाहट	F3
खड़बड़ाहट	F3
खड़बड़ी	F1
खड़मंडल	F3
खड़िया	F2
खड़्ग	F3
खड़्गकोश	F3
खड़्गधर	F3
खड़्गधारा	F2
खड़्गपुत्रिका	F2
खड्ड	F3
खत	F3
खतम	F3
खतरनाक	F3
खतरा	M1
खतौनी	F1
खत्म	F3
खदिर	F3
खद्दर	F3
खनक	F3
खनन	F3
खनिज	F3
खनित्र	F3
खपटा	M1
खपडा	M1
खपडी	F1
खपडैल	F3
खपत	F3
खपरैल	M2
खप्पर	F3
खबर	F3
खबरदार	F3
खबरदारी	F1
खब्त	F3
खब्ती	M3
खमीर	F3
खयाल	F3
खरकुटी	F1
खरगोश	F3
खरनाद	F3
खरनाल	F3
खरबूजा	M1
खरशाला	F2
खरहा	M1
खरापन	M2
खराबी	F1
खरिद	F3
खरीखोटी	F1
खरीदार	F3
खरीदारी	F1
खरोंच	F3
खर्च	M2
खर्राटा	M1
खलधान	F3
खलनायक	M2
खलबलाहट	F3
खलबली	F1
खलमूर्ति	M3
खलयज्ञ	F3
खलियान	F3
खलिहान	M2
खली	F1
खलीयान	F3
खवाहिश	F3
खस	F3
खसतिल	F3
खसरा	F2
खसी	F1
खस्ता	M1
खहिश	F3
ख़जाना	M1
ख़त	F3
ख़तरा	M1
ख़ता	F2
ख़ताकार	F3
ख़त्म	F3
ख़नदान	F3
ख़बर	F3
ख़बरगीरी	F1
ख़बरदारी	F1
ख़बरनवीस	M2
ख़मियाज़ा	M1
ख़यानत	F3
ख़याल	M2
ख़यालीपुलाव	F3
ख़यालीमज़मून	F3
ख़रगोश	F3
ख़रदिमागी	F1
ख़रबूजा	M1
ख़राबी	F1
ख़रीदार	M2
ख़रीदारी	F1
ख़रीफ़	F3
ख़र्च	F3
ख़र्चा	M1
ख़लल	F3
ख़लास	F3
ख़लासी	F1
ख़लीफ़ा	M1
ख़वास	F3
ख़ाक	F3
ख़ाका	M1
ख़ातिर	F3
ख़ातिरदारी	F1
ख़ान	F3
ख़ाना	M1
ख़ानापूरी	F1
ख़ामी	F1
ख़ामोशी	F1
ख़ासियत	F3
ख़िताब	F3
ख़िदमत	F3
ख़िदमतगार	F3
ख़िलाफत	F3
ख़ुदा	M1
ख़ुफियाख़ाना	M1
ख़ुफियानवीस	M2
ख़ुफियापुलिस	F3
ख़ुमार	F3
ख़ुराक	F3
ख़ुराफ़ात	F3
ख़ुलासा	M1
ख़ुशबू	F5
ख़ुशहाली	F1
ख़ुशामद	F3
ख़ुशी	F1
ख़ुश्की	F1
ख़ून	F3
ख़ूनख़राबा	M1
ख़ूबसूरती	F1
ख़ूबी	F1
ख़ैर	F3
ख़ैरात	F3
ख़ैरियत	F3
खांडव	F3
खांडवप्रस्थ	F3
खांडवराग	F3
खाई	F1
खाक	F3
खाका	M1
खाज	F3
खाट	F3
खाड़ी	F1
खाता	M1
खातिरदारी	F1
खाद	M2
खादी	F1
खादीकेंद्र	F3
खादीभंडार	M2
खाद्यनलिका	F2
खाद्यसमवितरण	F3
खान	F3
खानगी	F1
खानदान	F3
खानपान	F3
खानसामा	M1
खाना	M1
खामख्वाह	F3
खामोशी	F1
खार	F3
खारिश	F3
खाल	F3
खाहमखाह	F3
खाहिश	F3
खिचडी	F1
खिजाब	F3
खिडकी	F1
खिदमत	F3
खिलखिलाहट	F3
खिलवाड	F3
खिलाई	F1
खिलाडी	M3
खिलाफ	F3
खिलाड़िन	F3
खिलाड़ी	M3
खिलौना	M1
खिल्ली	F1
खिल्लीबाज़	F3
खिसियाहट	F3
खिॅचाई	F1
खिॅचाव	F3
खींचातानी	F1
खीझ	F3
खीर	F3
खीरमोहन	F3
खीरा	M1
खील	F3
खीस	F3
खीॅचातानी	F1
खुखडी	F1
खुजलाहट	F3
खुजली	F1
खुदकुशी	F1
खुदगरजी	F1
खुददारी	F1
खुदमुख्तार	F3
खुदरा	M1
खुदवाई	F1
खुदा	M1
खुदाई	F1
खुमारी	F1
खुर	M2
खुरचन	F3
खुरतार	F3
खुरन्यास	F3
खुरपदवी	F1
खुरपा	M1
खुरपी	F1
खुरबंदी	F1
खुराक	F3
खुराफात	F3
खुराफ़ात	F3
खुर्दबीन	F3
खुर्पा	M1
खुर्पी	F1
खुलासा	M1
खुश	F3
खुशकिस्मती	F1
खुशखबरी	F1
खुशनसीबी	F1
खुशबु	F5
खुशहाली	F1
खुशामद	F3
खुशी	F1
खुश्की	F1
खुशक़िस्मती	F1
खुसफुसाहट	F3
खुसुफुसाहट	F3
खुसुरफुसुर	F3
खूँटा	M1
खूँटी	F1
खून	M2
खूनी	M3
खूबसूरती	F1
खूबी	F1
खूॅट	F3
खूॅटा	M1
खूॅटी	F1
खॅजडी	F1
खॅडहर	M2
खेत	M2
खेतिहर	M2
खेती	F1
खेतीबारी	F1
खेद	F3
खेप	M2
खेमा	M1
खेल	M2
खेलमैदान	M2
खेलवाड	M2
खेवट	M2
खेवा	M1
खेवैया	M1
खेस	M2
खैनी	F1
खैर	F3
खैरसार	M2
खैरात	F3
खैरियत	F3
खोंखला	M1
खोंचा	M1
खोंठ	M2
खोंडर	M2
खोंता	M1
खोंड़र	M2
खोखल	M2
खोज	F3
खोजी	M3
खोजू	F5
खोट	M2
खोनचा	M1
खोन्चा	M1
खोपड़ी	F1
खोपडा	M1
खोपरा	M1
खोपा	M1
खोपड़ा	M1
खोपड़ी	F1
खोरा	M1
खोल	M2
खोली	F1
खोवा	M1
खोॅखी	F1
खोॅच	F3
खोॅचा	M1
खोॅता	M1
खौफ	F3
ख्याति	F4
ख्यापन	F3
ख्याल	M2
ख्वाब	M2
गंगा	F2
गंगाक्षेत्र	F3
गंगाजल	F3
गंगाद्वार	F3
गंगापुत्र	F3
गंगापूजा	F2
गंगावतरण	F3
गंगासागर	F3
गंगोत्तरी	F1
गंजा	M1
गंजापन	M2
गंजी	F1
गंड	F3
गंडक	F3
गंडकी	M3
गंडा	M1
गंडूष	F3
गंता	M1
गंथकार	M2
गंथमाला	F2
गंथालय	M2
गंथावली	F1
गंदगी	F1
गंदा	M1
गंध	M2
गंधक	M2
गंधर्व	M2
गंधर्वखंड	M2
गंधर्वराज	M2
गंधर्वरोग	M2
गंधर्वलोक	M2
गंधर्वविद्या	F2
गंधर्वविवाह	M2
गंधर्ववेद	M2
गंधर्विन	F3
गंधवती	F1
गगन	F3
गगनकुसुम	F3
गगनगढ	F3
गगनभवन	F3
गगनवाटिका	F2
गगरी	F1
गज	M2
गजकुंभ	F3
गजट	M2
गजब	F3
गजरा	M1
गजराज	F3
गजल	F3
गज़क	F3
गज़ब	F3
गजानन	F3
गजेंद्र	F3
गट्टा	M1
गट्ठर	M2
गट्ठा	M1
गठकट	M2
गठगोभी	M3
गठजोड़	F3
गठन	F3
गठरी	F1
गठिया	F2
गड़गड़ाहट	F3
गड़बड़ी	F1
गड़रिया	M1
गड्डा	M1
गड्डी	F1
गड्ढा	M1
गढवाल	F3
गढ़	F3
गढाई	F1
गढी	F1
गण	M2
गणक	M2
गणतंत्र	F3
गणतंत्रदिवस	F3
गणतंत्रवादी	M3
गणना	F2
गणपति	M3
गणपर्वत	F3
गणाधिप	F3
गणाधिपति	F3
गणाध्यक्ष	F3
गणिका	F2
गणित	F3
गणितविद्या	F2
गणेश	F3
गणेशचतुर्थी	F1
गणेशचौथ	F3
गणेशपुराण	F3
गत	F3
गतकाल	F3
गतांक	M2
गतागत	F3
गतानुगत	F3
गति	F4
गतिरोद	M2
गतिविधी	F1
गत्ता	M1
गत्यवरोध	F3
गदगद	F3
गदहा	M1
गदा	M1
गदायुद्ध	F3
गद्दा	M1
गद्दार	M2
गद्दारी	F1
गद्दी	F1
गद्य	F3
गद्यकाव्य	F3
गद्यपद्य	F3
गधा	M1
गधापन	M2
गनीमत	F3
गन्दा	M1
गप	F3
गपशप	F3
गपोडा	M1
गप्पी	M3
गफलत	F3
गफ़लत	F3
गबन	F3
गम	M2
गमछा	M1
गमन	F3
गमनागमन	F3
गमला	M1
गरज	F3
गरदन	F3
गरदनी	F1
गरमकपडा	M1
गरमखबर	F3
गरममसाला	M1
गरमागरमी	F1
गरमी	F1
गरल	F3
गरारा	M1
गरिमा	F2
गरी	F1
गरीब	M2
गरीबी	F1
गरुड़	F3
गर्ज	F3
गर्जन	F3
गर्जना	F2
गर्त	F3
गर्द	F3
गर्दन	F3
गर्दभ	M2
गर्दिश	F3
गर्भ	F3
गर्भकाल	F3
गर्भग्र्‍ह	F3
गर्भधारण	F3
गर्भलक्षण	F3
गर्भहत्या	F2
गर्भाधान	F3
गर्भाशय	F3
गर्मजोशी	F1
गर्मी	F1
गर्लफ़्रेंड	F3
गर्ल्स	F3
गर्व	F3
गलतफहमी	F1
गलती	F1
गलसुआ	M1
गला	M1
गलियारा	M1
गली	F1
गलीकूचा	M1
गलीचा	M1
गल्ला	M1
गवर्नमेंट	F3
गवर्नर	M2
गवर्म्मेंट	F3
गवाह	M2
गवाही	F1
गवेषणा	F2
गवैया	M1
गश	F3
गश्त	F3
गहना	M1
गहरा	M1
गहराई	F1
गहरान	F3
गहरापन	M2
ग़बन	F3
ग़म	F3
ग़रीबख़ाना	M1
ग़रीबगुरबा	M1
ग़रीबी	F1
ग़लतफ़हमी	F1
ग़लती	F1
ग़ैरत	F3
ग़ैरहाजिरी	F1
ग़ौर	F3
गाँठ	M2
गाँव	M2
गांडीव	F3
गांधार	F3
गांधारी	F1
गांव	M2
गाइड	M2
गाउन	M2
गागरअति	F3
गाछ	F3
गाज	F3
गाजर	F3
गाजरमूली	F1
गाड़ी	F1
गाड़ीखाना	M1
गाड़ीवान	M2
गाणपत्य	F3
गात्र	F3
गाथा	F2
गान	F3
गानवाद्य	F3
गानविद्या	F2
गाना	M1
गाय	F3
गायक	M2
गायकी	F1
गायत्री	F1
गायब	F3
गायिका	M1
गारंटी	F1
गारद	F3
गारा	M1
गार्गी	F1
गार्गेय	F3
गार्गेयी	F1
गार्ड	M2
गार्डन	M2
गार्डन्स	F3
गार्डेन	M2
गार्डेन्स	F3
गार्हस्थ्य	F3
गाल	M2
गाली	F1
गालीगलौज	M2
गाव	M2
गाहक	M2
गाहकी	F1
गाड़ी	F1
गाड़ीवान	M2
गाड़ीवाला	M1
गाढ़ा	M1
गिचपिच	F3
गिटपिट	F3
गिटार	M2
गिट्टक	F3
गिट्टी	F1
गिड़गिड़ाहट	F3
गिद्ध	M2
गिनती	F1
गिन्नी	F1
गिरगिट	M2
गिरजाघर	M2
गिरफतारी	F1
गिरफ़्तारी	F1
गिरफ्त	F3
गिरफ्तार	F3
गिरमिट	M2
गिरवी	F1
गिरवीदार	M2
गिरह	F3
गिरहकट	M2
गिरि	M3
गिरिधर	F3
गिरिराज	F3
गिरीश	F3
गिरोह	M2
गिलट	F3
गिलटी	F1
गिलहरी	F1
गिलाफ	M2
गिलाफ़	M2
गिलास	M2
गिलौरी	F1
गीत	M2
गीतकार	M2
गीता	F2
गीतायन	F3
गीदड़	M2
गीदड़ी	F1
गीध	M2
गीला	M1
गीलापन	M2
गुंजन	F3
गुंजाइश	F3
गुंडई	F1
गुंडा	M1
गुंडागर्दी	F1
गुंबज	M2
गुंबद	F3
गुच्छ	F3
गुच्छा	M1
गुजर	F3
गुजराती	M3
गुजरिश	F3
गुज़ारिश	F3
गुजारा	M1
गुझिया	F1
गुट	M2
गुटबंदी	F1
गुठली	F1
गुड़	F3
गुड़गुड़	F3
गुड़गुड़ाहट	F3
गुड़गुड़ी	F1
गुड़धानी	F1
गुड़पाक	F3
गुड़हल	F3
गुड़िया	F1
गुडाकेश	F3
गुड्डा	M1
गुण	M2
गुणगान	F3
गुणदोष	F3
गुणन	F3
गुणनचिह्न	F3
गुणनफल	F3
गुणवंत	M2
गुणा	M1
गुणानुवाद	F3
गुणी	M3
गुत्थी	F1
गुदगुदी	F1
गुदड़ी	F1
गुदा	F2
गुद्दी	F1
गुनहगार	M2
गुनाह	M2
गुप्तग्र्‍ह	M2
गुप्तचर	M2
गुप्तदान	F3
गुप्तांग	M2
गुप्ति	F4
गुप्ती	F1
गुफा	F2
गुफ्तगू	F5
गुबार	F3
गुब्बारा	M1
गुमटी	F1
गुमराह	F3
गुमराही	F1
गुमान	F3
गुमाश्ता	M1
गुरदा	M1
गुरिल्ला	M1
गुरु	M4
गुरुआइन	F3
गुरुआनी	F1
गुरुकुल	M2
गुरुचर्या	F2
गुरुजन	M2
गुरुता	F2
गुरुताल	F3
गुरुत्व	M2
गुरुत्वाकर्षण	M2
गुरुद्वारा	M1
गुरुपूर्णिमा	F2
गुरुभाई	M3
गुरुमंत्र	M2
गुरुमुखी	F1
गुरू	M4
गुर्जर	M2
गुर्दा	M1
गुर्ज़	M2
गुल	M2
गुलकंद	M2
गुलकारी	F1
गुलछर्रा	M1
गुलज़ार	M2
गुलदस्ता	M1
गुलदान	M2
गुलदाना	M1
गुलनार	M2
गुलमेंहदी	F1
गुलमेहॅदी	F1
गुलशन	M2
गुलाब	M2
गुलाबजल	F3
गुलाबजामुन	M2
गुलाबपाश	F3
गुलाबबाड़ी	F1
गुलाबी	F1
गुलाबीपन	F3
गुलाम	M2
गुलामी	F1
गुलाल	F3
गुलूबंद	M2
गुलेल	F3
गुलेलबाज़ी	F1
गुल्म	F3
गुल्ली	F1
गुल्लीडंडा	M1
गुसपैठ	F3
गुसल	F3
गुसलखाना	M1
गुस्ताख़ी	F1
गुस्सा	M1
गुस्सैल	M2
गुह्यगुरु	M4
गुह्यदीपक	M2
गुह्यद्वार	M2
गुह्यपुष्प	M2
गुॅज	F3
गूंफन	F3
गूजर	M2
गूजरी	F1
गूढता	F2
गूढपथ	F3
गूढपुरुष	F3
गूढफल	F3
गूढमार्ग	F3
गूढलेख	F3
गूढोक्ति	F1
गूदड़	M2
गूदा	M1
गूलर	M2
गूॅगा	M1
गॅठकटा	M1
गॅडासा	M1
गॅडेरी	F1
गॅदला	M1
गॅवार	M2
गॅवारिन	F3
गेंद	F3
गेंदबल्ला	M1
गेंदा	M1
गेरू	F5
गेह	F3
गेहिनी	F1
गेहुॅअन	F3
गेॅदबल्ला	M1
गेॅदबाज	F3
गेॅदबाजी	F1
गेॅदा	M1
गैंडा	M1
गैती	F1
गैर	M2
गैरजिम्मेदर	M2
गैरत	M2
गैरपेशेवर	M2
गैलन	M2
गैलरी	F1
गैस	F3
गैॅडा	M1
गैॅती	F1
गोंद	F3
गोंददानी	F1
गोकन्या	F2
गोकुल	F3
गोक्र्‍त	F3
गोक्षीर	F3
गोग्रास	F3
गोघात	F3
गोचर्म	F3
गोचारण	F3
गोजर	F3
गोजल	F3
गोजाति	F4
गोट	F3
गोटा	M1
गोटी	F1
गोता	M1
गोताखोर	M2
गोतामार	M2
गोत्र	F3
गोद	F3
गोदन	F3
गोदभरी	F1
गोदान	F3
गोदाम	M2
गोदावरी	F1
गोदी	F1
गोदोहन	F3
गोदोहनी	F1
गोधन	F3
गोधर्म	F3
गोधूम	F3
गोनर्दीय	F3
गोपद	M2
गोपन	F3
गोपनीयता	F2
गोपा	F2
गोपांगना	F2
गोपालक	M2
गोपालिका	F2
गोपाष्टमी	F1
गोपी	F1
गोपुत्र	M2
गोपुरीष	F3
गोबर	F3
गोभी	M3
गोमती	F1
गोमांस	F3
गोमाता	F2
गोमुखी	F1
गोमूत्र	F3
गोरक्षक	F3
गोरक्षा	F2
गोरख	F3
गोरखधंधा	M1
गोरखा	M1
गोरिल्ला	M1
गोरोचन	F3
गोल	M2
गोलंदाज	F3
गोलंदाजी	F1
गोलक	F3
गोलगप्पा	M1
गोलमाल	M2
गोलमिर्च	F3
गोला	M1
गोलाई	F1
गोलाकार	F3
गोलाक्र्‍ति	F4
गोलाबारी	F1
गोलाबारूद	F3
गोलार्द्ध	M2
गोली	F1
गोलीकांड	F3
गोलोक	F3
गोवत्स	F3
गोवध	F3
गोवर्धन	F3
गोव्र्‍ंद	F3
गोशाला	F2
गोश्त	F3
गोश्र्र्‍ंग	F3
गोष्ठ	F3
गोष्ठी	F1
गोष्ठीकष	F3
गोसंवर्धन	F3
गोसुत	F3
गोहत्या	F2
गोॅद	F3
गौड़	F3
गौतम	F3
गौतमी	F1
गौना	M1
गौरक्ष्य	F3
गौरव	F3
गौरांग	M2
गौरांगी	F1
गौरी	F1
गौरीकांत	M2
गौरीनाथ	M2
गौरीश	M2
गौरीशंकर	M2
गौरैया	F1
गौशाला	F2
ग्यारह	M2
ग्रंथ	M2
ग्रंथकार	M2
ग्रंथन	M2
ग्रंथरचना	F2
ग्रंथसाहब	M2
ग्रंथांतर	M2
ग्रंथागार	M2
ग्रंथालय	M2
ग्रंथावली	F1
ग्रंथि	F4
ग्रसन	M2
ग्रस्तोदय	M2
ग्रह	M2
ग्रहण	M2
ग्रहदशा	F2
ग्रहदेवता	M1
ग्रहनाश	M2
ग्रहपति	M3
ग्रहपीडा	F2
ग्रहयुद्ध	M2
ग्रहयोग	M2
ग्रहशांति	F4
ग्रहीता	F2
ग्राम	M2
ग्रामकुक्कुट	M2
ग्रामचर	M2
ग्रामचर्या	F2
ग्रामणी	F1
ग्रामपंचायत	F3
ग्रामपाठशाला	F2
ग्रामवासी	M3
ग्रामसंघटन	M2
ग्रामसुधार	M2
ग्रामसेवक	M2
ग्रामांत	M2
ग्रामांतर	M2
ग्रामाचार	M2
ग्रामीण	M2
ग्रामीणा	F2
ग्रामोफोन	M2
ग्राम्यपशु	M4
ग्रास	F3
ग्राह	M2
ग्राहक	M2
ग्राहकी	F1
ग्रीष्म	F3
ग्रीष्मकाल	F3
ग्रीष्मावकाश	M2
ग्रुप	M2
ग्रेजुएट	F3
ग्रेड	M2
ग्रेन	F3
ग्र्‍ह	M2
ग्र्‍हउद्योग	M2
ग्र्‍हकन्या	F2
ग्र्‍हकर्म	M2
ग्र्‍हकलह	F3
ग्र्‍हकारी	M3
ग्र्‍हकार्य	M2
ग्र्‍हखंड	M2
ग्र्‍हजन	M2
ग्र्‍हणी	F1
ग्र्‍हत्याग	M2
ग्र्‍हदेवता	M1
ग्र्‍हदेवी	F1
ग्र्‍हपति	M3
ग्र्‍हपशु	M4
ग्र्‍हपाल	M2
ग्र्‍हप्रवेश	M2
ग्र्‍हभेद	M2
ग्र्‍हमंत्री	M3
ग्र्‍हयुद्ध	M2
ग्र्‍हलक्ष्मी	F1
ग्र्‍हवासी	M3
ग्र्‍हसज्जा	F2
ग्र्‍हस्थ	M2
ग्र्‍हस्थाश्रम	M2
ग्र्‍हस्थी	F1
ग्र्‍हस्वामिनी	F1
ग्र्‍हाश्रम	M2
ग्र्‍हिणी	F1
ग्र्‍होद्यान	M2
ग्र्‍होद्योग	M2
ग्लानि	F4
ग्लूकोज	M2
ग्लेशियर	M2
ग्वाल	M2
ग्वालबाल	M2
ग्वाला	M1
ग्वालिन	M2
गड़गड़	F3
गड़गड़ाहट	F3
गड़बड़	F3
गड़बड़ी	F1
गड़ही	M3
गड़ारी	M3
गढ़	M2
घंट	M2
घंटा	M1
घंटाक्रोध	M2
घंटाघर	M2
घंटिका	F2
घंटी	F1
घघरा	M1
घघरी	F1
घट	M2
घटक	M2
घटना	F2
घटनाक्रम	M2
घटनाचक्र	M2
घटनास्थल	M2
घटम	M2
घटवार	M2
घटवाल	M2
घटा	F2
घटाकाश	M2
घटाटोप	M2
घटाव	M2
घटिका	F2
घटी	F1
घटौती	F1
घट्ठा	M1
घड़घड़	F3
घड़घड़ाहट	F3
घड़ा	M1
घड़ियाल	M2
घड़ी	F1
घड़ीसाज	M2
घड़ीसाज़	M2
घड़ीसाजी	F1
घन	M2
घनगर्जित	F3
घनत्व	M2
घनफल	M2
घनमूल	M2
घनवर्ग	M2
घनवाद्य	M2
घनांधकार	M2
घनापन	M2
घनिष्ठता	F2
घनिष्ठ्ता	F2
घपला	M1
घबड़ाहट	F3
घबराहट	F3
घमंड	M2
घमंड़	M2
घमंड़ी	M3
घमण्ड	M2
घमसान	F3
घमाका	M1
घमोरी	M3
घमौरी	M3
घर	M2
घर-घर	M2
घरघराहट	F3
घरघाट	M2
घरद्वार	M2
घरनी	F1
घरबार	M2
घरबारी	F1
घरवाला	M1
घरवाली	F1
घराती	M3
घराना	M1
घराहट	F3
घरेलू	F5
घर्क्रोध	M2
घर्राटा	M1
घर्षण	M2
घसियारा	M1
घाघ	M2
घाघरा	M1
घाट	M2
घाटा	M1
घाटी	F1
घात	M2
घान	M2
घानी	F1
घाम	M2
घायल	M2
घालकता	F2
घाव	M2
घास	F3
घासफूॅस	M2
घासलेट	M2
घिग्घी	F1
घिचपिच	F3
घिन	F3
घिनावना	M1
घिनौना	M1
घिरनी	F1
घिराव	M2
घिसाव	M2
घी	M3
घीया	M1
घुंडी	F1
घुइय	F3
घुग्घू	M4
घुटन	F3
घुटना	M1
घुटा	M1
घुटाई	F1
घुट्टी	F1
घुड़	M2
घुड़की	F1
घुड़दौड़	F3
घुड़सवार	M2
घुड़सवारी	F1
घुड़साल	M2
घुणाक्षर	M2
